s.	klätv	kl’atv	клятва				
s.	kliäč	kl’iäč	клячь				
s.	kniigaine	kn’iiga/an’e, -ažen, -št	книжка				
s.	knopk	knopk	кнопка				
s.	kunut	kunut	кнут				
s.	ižač	ižač, -un, -ud	самец				
s.	ižakoir	iža/koir	кобель				
s.	heboč	heboč, -an, -ad	кобыла				
a. yhd.	vihanpeittaj	vihan/peitaj	коварный				
s.	kour	kovr	ковёр				
part.	konz	konz	когда				
v.	tagoda	tagoda	ковать				
s.	kauvaz	kauvaz	ковш, черпак				
v.	rambita	rambita	ковылять				
s.	kündž	künd’ž	ноготь, коготь				
s.	kodeks	kodeks	кодекс				
s.	hibd’	hibd’	кожа				
a.	nahkaine	nahka/an’e, -ažen, -št	кожаный				
s.	koza	koza	коза				
s.	koik	koik	койка				
s.	kokteil’	kokteil’	коктейль				
s.	kalbas	kalbas	колбаса				
s.	kolgotkad	kolgotkad	колготки				
s.	kuor’	kuor’	кожура				
s.	stankad	stankad	козлы				
s.	seibaz	s’eib/az, -han, -ast	кол; шест	seiväs	püšttä s’eibaz muaha (KTK) 	забить кол в землю	pistää seiväs maahan
s.	seibaz	s’eib/az, -han, -ast			andan s’eibhal (KTK)	дам колом	lyön seipäällä
v.	kolduida	kolduida	колдовать	tehdä taikoja			
s.	tiedoinik	t’ieduun’ik	колдун	noita			
s.	polv	pouv	колено	polvi			
s.	kolčaine	kol’ča/an’e, -ažen, -št	колечко				
s.	halgond	haugond	колка				
s.	kolleg	kol’l’eg	коллега				
s.	kaiv	kaiv	колодец				
s.	kuva	kuva	колодка				
s.	kell	kell	колокол				
s.	kelloine	kell/uun’e, -uužen, -ošt	колокольчик				
s.	tiähk	t’iähk	колос				
s.	kolonij	kolon’ij	колония				
s.	kolonk	kolonk	колонка				
v.	püštäda	püšta	колоть				
s.	kolhoz	kolhoz	колхоз				
s.	kätküd	kättut	колыбель				
s.	kuav	kuav	колышек				
s.	rengahaine	ringha/an’e, -ažen, -št	колечко				
s.	kol’ask	kol’ask	кляска				
s.	komk	komk	комок				
s.	huonuz	huonuz	комната				
s.	pert’	pert’	комната				
s.	kombain	kombain	комбайн				
s.	kombinat	kombinat	комбинат				
s.	kambinašk	kambinašk	комбинация (женское бельё)				
s.	kombinzon	kombinzon	комбинезон				
s.	nagratuz	nagratuz	комедия				
s.	komendant	komendant	комендант				
s.	komet	komet	комитет				
s.	komissar	komissar	комиссар				
s.	komisij	komis’s’ij	комиссия				
s.	komitet	komitet	комитет				
s.	komersant	komersant	коммерсант				
s.	komun	komun	коммуна				
s.	komutator	kommutator	коммутатор				
s.	kommünik	komm’un’ik	коммюнике				
s.	kompan’on	kompanjon	компаньон				
s.	kumpas	kompas	компас				
s.	kompensacij	kompensacij	компенсация				
s.	kompleks	kompleks	комплекс				
s.	komplekt	kompl’ekt	комплект				
s.	kompliment	kompl’iment	комплимент				
s.	kompozitor	kompoz’itor	композитор				
s.	kampot	kampot	компот				
s.	kompres	kompress	компресс				
s.	kompromis	kompromis	компромис				
s.	komfort	komfort	комфорт				
s.	konvejer	konvejer	конвеер				
s.	konvert	konvert	конверт				
s.	kongres	kongress	конгресс				
s.	konduktor	konduktor	кондуктор				
s.	lopp	lopp	конец				
s. yhd.	käded-d’algad	käded/d’augad	конечности				
a.	dälgimaine	d'äl'mään'e	конечный				
s.	heboiden-	hebuun-	конный				
v.	tükita	t’ükita	конопатить				
s.	liin	l’iin	конопля				
s.	butk	butk	конура				
s.	kamfet	kanfet	конфета				
v.	loppida	lopta	кончить				
s.	n’okaine	n’oka/an’e, -ažen, -št	кончик				
s.	kon’uh	kon’uh	конюх				
v.	kaivada	kaivda	копать				
s.	kopeik	kopeik	копейка				
v.	suittada	suitta	копить				
s.	kon’ušn’	kon’ušn’	конюшня				
s.	kooperativ	kooperat’iv	кооператив				
s.	kordinat	kord’inat	координата		kord’inatad	координаты	
s.	kopij	kopij	копия				
s.	nogi	nogi	копоть				
s.	suat	suat	копна				
v.	savustada	savustada	коптить				
a.	koptittu	kopt’itud ~ kop(t’)tud	копчёный				
s.	kabd’	kabd’	копыто				
s.	korabl’	korabl’	корабль				
s.	virš	virš	корзина				
s.	korzin	korz’in	корзина				
s.	d’uurud	d’uurut	корешок				
s.	kal’dor	kal’dor	коридор				
s.	süöttäj	s’üötaj	кормилец				
s.	imettaj	imetaj	кормилица				
s.	süötänd	s’üötand	кормление				
s.	koropk	koropk	коробка				
s.	korolev	korol’eva	королева				
s.	korol’	korol’	король				
s.	koron	koron	корона				
s.	koronk	koronk	коронка				
s.	korpus	korpus	корпус				
s.	korrektor	korr’ektor	корректор				
s.	korrespondent	korr’espond’ent	корреспондент				
s.	tahn	tahn	коровник				
s.	korend	korond	коромысло				
s.	rubi	rubi	короста				
a.	lühičaine	(Pal) l’ühiča/an’e, -ažen, -št	коротенький				
s.	kart	kart	корыто				
s.	kass	kass	коса (волосы)				
s.	stoik	stoik	коса (орудие)				
s.	niittaj	n’iitaj	косарь				
s.	niittada	n’iitta	косить				
s.	kasaine	kasa/an’e, -ažen, -št	косичка				
s. yhd.	viärrindpaid	viär/rint/paid	косоворотка				
s. yhd.	viärsilm	viär/s’il’m	косоглазый				
s.	kosmetik	kosmet’ik	косметика				
s.	kosmodrom	kosmodrom	косметика				
s.	kosmos	kosmos	космос				
s.	luuhud	luuhut	косточка				
s.	kostelid	kosl’id	костыли				
s.	kost’um	kost’um	костюм				
s.	luuhine	luuhi/in’e, -ižen, -št	костяный				
s.	kosink	kosink	косынка				
s.	niitand	n’iitand	косьба				
s.	kaži	kaži	кошка, кот				
s.	kattil	kat’t’il	котёл				
s.	kattilaine	katl’a/an’e, -ažen, -št	котелок				
s.	kažinpoig	kažim/poig	котёнок				
s.	haud	haud	котловина				
s.	katlet	katl’et	котлета				
s.	kattedž	kattedž	коттедж				
s.	kofeinik	kofein’ik	кофейник				
s.	kofemolk	kofemolk	кофемолка				
s.	koft	koft	кофта				
s.	šalg	šaug	котомка				
s.	kera	kera	кочан				
s.	lämbittaj	l’ämmitaj	кочегар				
s.	kouk	kouk	кочерга				
s.	kukkar	kukkor	кошелёк				
s.	kaššal’	kaššal’	кошель				
a.	vargastettu	(Pal) vargastadud	краденный				
s.	vargastand	vargastand	кража				
a.	dälgembaine	d’äl’gemba/an’e, -ažen, -št	крайний				
s.	kruan	kruan	кран				
s.	čiilahaine	čihla/an’e, -ažen, -št	крапива				
s.	čomuz	čomuz	красота, краса				
s.	čomas	čomas	красиво				
s.	kruask	kruask	краска				
s.	rusketa	ruskota	краснеть				
s.	vargastada	vargastada	красть				
s. yhd.	kartofkd'auh	kartofk/d'auh	крахмал				
a.	kruasittu	kruas’tud	крашеный	maalattu			
v.	lujeta	lujata	крепнуть				
s.	rist	rist	крест				
s.	valatand	valatand	крестины				
v.	valattada	valatada	крестить, совершать обряд крещения	kastaa			
v.	ristida	rista	крестить		rista s’il’mad	креститься, делать крестное знамение	tehdä ristinmerkki
s.	kreiser	kr'eis'er	крейсер				
s.	krem	kr’em	крем				
s.	kreml’	kr’eml’	кремль				
s.	kresl	kr’esl	кресло				
s.	krizis	kr’iz’is	кризис				
s. yhd.	viärsork	viär/sork	кривоногий				
s. yhd.	viärd’alg	viär/d’aug	кривоногий				
s.	kristal	kr’istal	кристал				
s. yhd. dem.	savipadaine	savi/padaan’e	глиняный горшочек, кринка				
a.	verehine	ver’ehi/in’e, -ižen, -št	кровавый				
s.	kravat’	kravat’	кровать				
s. yhd.	verisuon’	ver’i/suon’	кровеносный сосуд, вена				
s.	kroja	kroja	кровля				
s.	levo	l’evo	кровля				
s.	krolik	krol’ik	кролик				
s.	krona	krona	крона				
s.	kross	kross	кросс				
s.	krossvord	krossvord	кроссворд				
s.	muru	muru	крошка		murud	крохи	
s.	kružev	kružev	кружево				
v. yhd.	kruužidakse	kruuštakse	кружиться				
s.	krušk	krušk	кружка				
s. dem.	kruugaine	kruuga/an’e, -ažen, -št	кружок				
s.	kruiz	kruiz	круиз				
v.	viilda	viil’da	кроить				
s.	viilend	viil’end	кройка				
s.	reun	r’ein’	кромка				
s.	skuup	skuup	крохобор				
v.	muruttada	murutada	кошить				
s.	krupp	krupp	крупа				
s.	tusk	tusk	пручина				
a.	siibikaz	s’iibikaz	крылатый				
s.	krilčad	kril’čad	крыльцо				
s.	rott	rott	крыса				
s.	krišk	krišk	крышка				
s.	kroun’	kroun’ ~ (Js) kr’oun’ ~ (Sj) kroin’, -an, -ad	крыша, кровля	vesikatto	(Js) jesl’i ol’iiš kr’oun’ kattud lauduol	если бы крыша была покрыта досками	jos katto olisi katettu laudoilla
konj.	desli	jesl’i	если	jos	jesl’i ol’iiš kr’oun’ kattud lauduol	если бы крыша была покрыта досками	jos katto olisi katettu laudoilla
s.	kr’uuk	kr’uuk	крюк				
s.	kukšin	kukšin	кувшин				
s.	kupk	kupk	кубок				
v.	kakettada	kaketada	кудахтать				
s.	kudrid	kudr’id	кудри				
s. yhd.	pajamiez	paja/miez’	кузнец				
s.	kukl	kukl	кукла				
s.	mučak	mučak, -on, -od	кукла				
s.	kuzov	kuzov	кузов				
s.	kukuruz	kukuruz	кукуруза				
s.	kobr	kobr	кулак				
s.	kul’k	kul’k	кулёк				
s.	kulinarij	kul’inar’ij	кулинария				
s.	kulon	kulon	кулон				
s.	kupalnik	kupal’n’ik	купальник				
s.	ujund	ujund	плавание, купание				
s.	kupe	kupe	купе				
s.	kupc	kupc	купец				
s.	ostand	ostand	купля				
s.	kupol	kupol	купол				
s.	kurantad	kurantad	куранты				
s.	kuurind	kuur’ind	курение				
s.	kuurij	kuur’ij	курильщик		iel’e kuur’ij	некурящий	
s.	kuurida	kuur’da	курить				
v.	kuur’aita	kuur’aata	курнуть				
s. yhd.	kudr’piä	kudr’/piä	курчавый				
s. yhd.	kanankoda	kanan/koda	курятник				
v.	humaloita	humaluuta	кутить				
s.	kuhark	kuhark	кухарка				
s.	kuurort	kurort	курорт				
s.	kurs	kurs	курс				
s.	kursad	kursad	курсы				
s.	kurtk	kurtk	куртка				
s.	kurjer	kurjer	курьер				
s.	kuhn’	kuhn’	кухня				
s.	kušetk	kušetk	кушетка				
s.	laborant	laborant	лаборант				
s.	laboratorij	laborator’ij	лаборатория				
a.	laurovij	lavrovij	лавровый				
adv.	hüvin	hüviin	хорошо		kaik om hüviin	всё хорошо	
s.	kämmen	kämmen’	ладонь				
a. yhd.	taivahansinine	taivhan/s’in’iin’e	лазурный, лазурь (цвет)				
s.	haukund	haukund	лай				
s.	lainer	lainer	лайнер				
s.	lakk	lakk	лак				
adv. superl.	suamij	suamij	самый		suamij maged	самый вкусный	
s.	lamp	lamp	лампа				
s.	virzud	virzud	лапти				
s.	lar’k	lar’k	ларёк				
s.	armastand	armastand	ласка				
s.	piäsköi	piäsküü	ласточка				
s.	paikata	paikata	латать				
s.	lastad	lastad	ласты				
s.	ladin	latin’	латынь				
s.	latiš	latiš	латыш				
s.	laureat	laureat	лауреат				
v.	kielastada	kielastada	лгать				
s.	löhköid	l’öhkuud	лёгкие				
s.	hurač	hurač	левша				
adv.	kebdemb	kebd’emb	легче				
v.	diädüda	d’iädu/da, -b, -i	леденеть				
s. yhd.	diänmurеndaj 	d'iäm/murеndaj 	ледокол				
s. yhd.	diänlähtend	d’iän/l’ähtend	ледоход				
a.	diähine	d’iähi/in’e, -ižen, -št	ледяной				
v.	viruda	viruda	лежать				
s.	zell’	zel’l’	лекарство				
s.	pelvaz	pelvaz	лён				
s.	laškuz	laškuz	лень, леность				
s. yhd.	laškkondij	lašk/kond'ij	лентяй				
s.	lent	l’ent	лента				
s.	lapsenpagin	lapsem/pagin	лепет				
s.	lezvij	l’ezvij	лезвие				
s.	leikoplastir’	l’eikoplastir’	лейкопластырь				
s.	leitenant	l’eitenant	лейтенант				
s.	lekcij	l’ekcij	лекция				
s.	lepöšk	l’ep’ošk	лепёшка				
s.	päppi	päppi	лепёшка				
s.	lesk	l’esk	леска				
s.	lesnik	l’esn’ik	лесник				
s.	lespromhoz	l’espromhoz	леспромхоз				
s.	mecansordaj	mecan/sordaj	лесоруб				
s.	pordahad	pordhad	лестница				
v.	lendelta	l’endel’ta	летать				
s.	keza-	keza-	летний	kesä-			
a.	lendaj	l’endaj	летучий, лётный				
s.	lendaj	l’endaj	лётчик				
s.	spruavind	spruavind	лечение				
s.	liečind	l’iečind	лечение				
s.	lahn	lahn	лещ				
s.	kielastaj	kielastaj	лжец				
s.	kielaz	kielaz	лживый				
s.	liberal	l’iberal	либерал				
s.	lider	l’id’er	лидер				
s.	nuolda	nuolda	лизать				
s.	roža	roža	лицо				
s.	limon	l’imon	лимон				
s.	lingvistik	l’ingvistik	лингвистика				
s.	leneik	l’en’eik	линейка				
s.	linz	l’inz	линза				
s.	linij	l’in’ij	линия, черта				
s.	karvanlükind	(Pal) karvan/l’ikkind	линька				
s.	tarttuj	tartuj	липкий				
s.	tarttuda	tartuda	липнуть				
s.	lehtenlangend	l’ehten/langend	листопад				
s.	listofk	l’istofk	листовка				
s.	literator	l’it’erator	литератор				
s.	litr	l’itr	литр				
s.	licenzij	l’icenz’ij	лицензия				
s.	liig	l’iig	лига				
v.	tabata	tabata	ловить				
s.	pahn	pahn	ловище				
s. yhd.	magadsija	magat/s’ija	ложе				
s.	logik	logik	логика				
s.	ladišk	ladišk	лодышк				
s.	luzik	luz’ik, -an, -ad	ложка				
s.	luzikaine	luz’ika/an’e, -ažen, -št	ложечка				
v.	vierda	vierda	ложиться				
a.	kielaz	kielaz, kielhan	ложный				
s.	kielastuz	kielastuz	ложь				
s.	lozung	lozung	лозунг				
