Synonyymit|Määrittely|kirjalyydi|Murremuoto|Venäjännös|Suomennos|1. esim.|1. esim:n venäjännös|1. esim:n suomennos|2. esim.|2. esim:n venäjännös|2. esim:n suomennos
kubaidoittada, kubaiduttada, kubišta|v.|kubištoittada|kubištoi/ttada, -tan, -t'in|чесаться|syyhyttää, hangata (syyhyssä); syyhyä||||||
kubištoittada|v.|kubišta|kubi/šta, -žen, -žin; -žou, -ž|чесать|syyhytä, syyhyä, kutista, kutkuta||||||
|s.|kubu|kubu, -n, -d; -id|брюхо|kupu, linnunkupu, olkikupu||||||
ken, mi|pron.|kudam|kudam, kudaman, kuda (yks. p.); kudamiden, kudamid|который|joka, mikä, kumpi|haukid leibäd, kudam d'iäu palain'e, se on hambaspala|откусишь хлеба, тот кусочек, который остнается, и есть откушенный кусок|haukot leipää, se pala, joka jää, on haukkapala|lambaz, kudam eule suanu vuon'id vie|овца, которая ещё не имеет ягнят|lammas, joka ei ole karitsoinut vielä
|pron.|kudam||||(B) rišt'ikanz, kudain malttau lembed nostada|человек, который умеет поднимать славутность|ihminen, joka osaa lempeä nostaa|||
|s.|kude|kude, -gen, -tt; -gid|уток, горизонтальная нить (в ткачестве)|kude (kankaan)|(Pk) loimed i kudeged|основа и уток|loimet ja kudeet|||
|s.|kudelm|kudelm, -an, -ad; -oid|икра|kutu, mäti (sammakon) ||||||
kud'vahtada|v. refl.|kud'vahtadakse|kud'vahta/zetta, -zen, -žin; -zou; -zet't'ii|шевельнуться|liikahtaa||||||
|v.|kud'vahtada|kud'vaht/ada, -an, -in|шевельнуться|liikahtaa||||||
koiranpoig|s.|kudžu|kud'žu, -n, -d; -id|щенок|koiranpentu||||||
kudžu|s. yhd.|koiranpoig|(B) koiram/poig|щенок|koiranpentu (isonpuoleinen)||||||
počinbuol|s. yhd.|koiranmuard'|(Td) koiram/muard'|толокнянка, медвежья ягода|sianpuola, sianpuolukka||||||
kuga|adv.|kugal|kugal|где, откуда|missä, mistä||||||
kugal|adv.|kuga|kuga|где, откуда|missä, mistä||||||
|pron.|kugalaine|kugala/in'e, -ižen, -št; -ižid|каковский|mistä kotoisin||||||
kuhe, kunna(piä), kunne|adv.|kuhu|(B, Td) kuhu|куда|mihin, johon||||||
kuhu, kunna(piä), kunne|adv.|kuhe|(N) kuhe(i)|куда|mihin, johon||||||
kut|adv.|kuite|kuit'e|как|kuinka, miten|(B) kuit'e šina t'änne puutuid?|как ты сюда попал?|miten sinä tänne jouduit?|||
|adv.|kuite||||(B) kuit'e šinun t'ervehuz?|как твоё здоровье?|miten sinun terveytesi?|||
|adv.|kuite||||(B) kuit'e tüö elätte?|как вы живёте?|miten te elätte?|||
kuite|adv.|kuitelin|(Pl) kuit'el'in|как|kuinka, miten||||||
|s.|kuhm|(B, Td) kuhm, -un, -ud; (Pk) kuhm, -an, -ad)|шишка (ушиб)|kuhmu||||||
|a.|kuhmukaz|(Td) kuhmukas|в шишках|kuhmuinen||||||
|s.|kuhn'|(N) kuhn', -ale||||||||
säigiž, tüö|s.|kuid|kuid, -un, -ud; -id|волокно|kuitu||||||
|v.|kuivata|kuiva/ta, -dan, -žin; -dau; -tau|сушить|kuivata||||||
|a.|kuiv|kuiv, -an, -ad; -id|сухой|kuiva|kuiv nagr'iž|сухая репа|kuiva nauris|||
|s. yhd.|Kuiv-Iivan|(Td, N) kuiv/iivan, ad. -iivanal|Иван Постный, Усекновение главы Крестителя Иоанна (29.8./11.9.) |Johannes Kstajan mestaus (29.8./11.9.)||||||
|v.|kuivada|kuiva/da, -an, -in; -au, -i; -etau|сохнуть|kuivaa, kuivua||||||
kuivahtuda|v.|kuivehtuda|kuivehtu/da, -u, -i|высохнуть|kuivahtaa, kuivua||||||
|s.|kukkel|(B) kukkel|кукель|vainajan päähine||||||
|s.|kukkar|kukkar, -on, -od; -oid|кошелёк|kukkaro, lompakko, rahakukkaro (tupakkapussin muotoinen)|(Pk) kukkar on korman'is|кошелёк в кармане|kukkaro on taskussa|||
|v.|kukkuda|ku/kkuda, -kun, -kuin; -kkuu; -kutau|куковать|kukkua|käget kukutau|кукушки кукуют|käet kukkuvat|||
|s. yhd.|kukoipiidžahaine|kukoi/piid'žahain'e, -piid'žahaižen, -piid'žahašt; -piid'žahaižid||orjantappura, orjanruusu||||||
|s.|kukšin|(B) kukšin, -an, -ad||||||||
|s.|kukoi|ku/koi, -koin, -koid; -kkoloid; (Td, Ks, Kn) kukuoi ~ (Lmj) kukoo||||||||
|s.|kukšoi|kukšo/i, -in, -id; -loid|кукша|kuukkeli, kuusanka|kukšoi on rusked l'ind, mečäss eläu|кукша - красноватая птица, в лесу живёт|kuukkeli on punertava lintu, metsässä elää|||
|s.|kuld|kuld, -an, -ad; -id ~ (Kn) -iid; (N) kuud ~ -e, -an, -ad||||||||
|adv.|kumadi|kumad'i|вверх дном|kumossaan, kumoon, alassuin||||||
|v. mom.|kumaita|kumai/tta, -dan, -žin; -dau; -ttau|опрокинуть, вылить|kaataa, kääntää kumoon||||||
kumarduda, kumartakse|v. frekv. refl.|kumardeltakse|kumarde/lzetta, -lzen, -l'ižin; -lzou|кланяться; наклоняться|kumarrella, kumartaa; kallistua, kallistaita||||||
kumartakse, painuda|v.|kumarduda|(Td) kumarduda|поклониться|kumartaa, kumartua||||||
kumarduda, kumartakse|v.|kumarzuda|(N) kumarzuda|поклониться|kumartaa, kumartua||||||
kovertakse, kumardeltakse, kumarduda, kumarzuda, painuda|v. refl.|kumartakse|(N) kum/artaze, -m(m)ardazou, -maržiizei ~ -m(m)arziizei ~ -m(m)arziižei|поклониться|kumartaa, kumartua|(N) kum(m)ardate hälle muohe suoi!|поклонись ему до земли!|kumarra hänelle maahan asti!|||
|s.|kumak|kuma/k, -kan, -kkad; -koid|кумач|punainen paitakangas, punainen pumpulikangas||||||
|s.|kumpas|kumpa/s, -san, -ssad; -soid|компас|kompassi||||||
|v.|kuuluda|kuulu/da, -u, -i|слышаться|kuulua|(Td) kain'eh kuuluu mecäs|эхо слышится в лесу|kaiku kuuluu metsässä|||
|v.|kuuluda||||(Pl) mečänhal'gii matkai, šumu ku kuului|лесной дух прошёл, потому что шум слышался|metsänhaltia kulki, koska humina kuului|||
kuuluj|a.|kuuluž|kuuluž, -an, -ad; -oid|известный|kuuluisa||||||
kuuluj, kuuluž|a.|kuulužij|(Ks) kuuluži/i, -an, -ad; -joid|известный|kuuluisa||||||
kuuluj|a.|kuuluj|(Kn) kuulu/i, -jan, -jad|известный|kuuluisa||||||
kuundelij|a.|kuundelič|kundel'i/č, -čan, -ččad; -čoid|послушный|kuuliainen, tottelevainen||||||
kuundelič|a.|kuundelij|(Pl, Kn, N) kundel'i/i, -jan ~ (B)  kund'e/l'ii, -l'l'an|послушный|kuuliainen, tottelevainen||||||
|v. frekv.|kuundelta|kunde/lda, -len, -l'in; -ldau, -ld'ii|слушать|kuunnella||||||
kunna(piä), kuhu|adv.|kunne|kunne|куда|minne, mihin||||||
kunne, kuhu|adv.|kunna(piä)|kunna ~ (Td) kuna|куда|minne, mihin||||||
koukuine; kuok|s. dem.|kuokaine|kuoka/in'e, -ižen, -št; -ižid|крючок для двери, засов|ovenhaka, säppi (ovessa)||||||
|s.|kuom|kuom, -an, -ad; -id|кум, крёстный; кума, крёстная|kuoma, kummi, ristivanhempi||||||
heraštuda, virgota|v.|kuonduda|kuondu/da, -n, -in; -tau, -t't'ii|проснуться, очнуться|herätä unesta, herätä makaamasta; tulla tajuihinsa, virota||||||
nostattada|v.|kuonduttada|kuondu/ttada, -tan, -t'in|приводить в чувство; пробуждать|herätellä (nukkuvaa); virvoitella (tointunutta)||||||
|a. kar.|kuorittamatoi|kuor'ittama/toin'e,  -ttoman, -tošt; -ttomid|нечищенное дерево|kuorimaton (puu)||||||
|a.|kuolij|kuol'i/i, -an, -ad; -joid|мёртвый, покойник|kuollut, vainaja, ruumis||||||
|s. yhd.|kuolijanmuard'|(B, Pl) kuolijan/mard'|ядовитая ягода (чёрная)|sudenmarja, paatsaman marja; juolukka (N)||||||
kalmižem, kalmižmua, kuolijmua, kuuzik|s. yhd.|kuoližmua|(Td) kuol'iž/mua|кладбище|kalmisto, hautausmaa|(Td) ende sanut'ii kuol'ižmua, n'ügü mogil|раньше называли кладбище, теперь могильник|ennen sanottiin kalmisto, vaan nyt hautausmaa|||
kalmižem, kalmižmua, kuoližmua, kuuzik|s. yhd.|kuolijmua|(B) kuolij/moa|кладбище|kalmisto, hautausmaa||||||
kuorittada|v.|kuorida|kuor'i/da, -n, -in; -u|снимать сливки|kuoria (kerma)||||||
kuorida, nilata, nülgeda|v.|kuorittada|kuor'i/ttada, -tan, -t'in|окорять, снимать кору, драть кору; чистить, ощищать от кожуры|kuoria (puu, peruna)||||||
|s. yhd.|kuožalinlaba|kuožal'in/laba|лопасть прялки, донце прялки|kuoselin istuinlauta||||||
|s. yhd.|kuožal'piä|kuožal'/piä|кудель|kuontalo, tutti, pellavat kuosalissa||||||
|s. yhd.|kuožal'puikk|kuožal'/puikk|спица для кудели|kuoselin tappi, läpi kuontalossa||||||
|s. yhd.|kuožal'rihm|kuožal'/rihm|лента для кудели|kuoselihihna (jolla kuontalo kiinnitetään)||||||
|s.|kuožal'|kuožal', -in, -id; -iid|прялка|kuoseli, kehräpuu||||||
|s.|kuok|kuo/kk, -kan, -kkad; -kkid|мотыга|kuokka, puunuija (B)||||||
|v.|kuokkida|kuo/kkida, -kin, -kiin;  -kkiu; -kitau, -kit't'ii|разрыхлять|kuokkia||||||
koja|s.|kuor'|kuo/r', -ren, -rd; -r'iden, -r'id|кора, корка|kuori||||||
|v.|kuolda|kuo/lda, -len, -l'in;  -lou, -l'; -ldau, -l'd'ii|умирать|kuolla|en kuolnu|я не умер|en kuollut|ei kuoldu|не умерли|ei kuoltu
|s.|kupc|kupc, -an, -ad; -id|купец|kauppias||||||
|s. yhd.|kurgenkattil|kurgen/kat't'il|колокольчик, растущая во ржи трава|kellokukka, rukiissa kasvava heinä (Sn)||||||
kurik|s. dem.|kurikaine|kurika/in'e, -ižen, -št; -ižid|дубинка|kurikka, puunuija (pieni)||||||
|s.|kuru|(Td) kuru, -n, -d; -id||loimitukki (kangaspuissa)||||||
|s.|kuruta|(B; Td, N) kuru/ta, -dau, (B) -i ~ -ž|катиться, валиться|kieriä, vieriä||||||
viereteltakse|v. frekv.|kurudelta|kurude/lda, -len, -l'in; -lou; -ldau|кататься, валяться|kieriellä, kieriskellä, vieriellä, vieriskellä, piehtaroida ||||||
vierettada|v.|kuruttada|kuru/ttada, -tan, -t'in|катить, валять|vierittää, kierittää, heitää kiekkoa (pitkin manpintaa, leikki)||||||
|s.|kuurnik|kurn'i/kk, -kan, -kkad; -koiden, -koid|рыбник|kalakukko||||||
|s.|kurk I|kur/kk, -kun, -kkud; -kuid|горло|kurkku, kurkunpää||||||
keroi, kurkunkeroi|s. yhd.|kurkluu|(B, Td) kurk/luu|кадык|aataminomena||||||
|s.|kurt|kur/tt, -tan, -ttad; -tid|куртка|naisen takki||||||
|adv. yhd.|kus-puuttu|kus- ~kuss/puuttu(u)|где попало|missä sattuu||||||
|v.|kutkettada|kutke/ttada, -ttau|квакать|kurnuttaa||||||
ajaj|s.|kučer|kučer, -an, -ad; -oid|кучер|kuskari, kuski, ajaja||||||
|s.|kuterm|kut'erm, -an, -ad; -oiden, -oid|кутерьма|lumimyrsky||||||
|s.|kut'kutez|kut'kute/z, -st|щекотка|kutkutus, kutitus, kutittaminen||||||
|v.|kut'kuttada|kut'ku/ttada, -tan, -t'in|щекотать|kutkuttaa, kutittaa||||||
kuundelta, tuta|v.|kuulda|kuu/lda, -len, -l'in; -lou; -ldau, -l'd'ii|слышать|kuulla, tutella, tuntea||||||
|s.|kuva|kuv/a, -an, -ad; -id|колодка, сапожная колодка; чучело (для охоты)|lesti; kuva, teerenkuva||||||
|s.|kuvahaine|kuvaha/in'e, -ižen, -št; -ižid|тень, отражение|varjo, varjokuva, kuvastus||||||
|v.|kuvata|kuva/ta, -dan, -žin; -t't'ii|изготовлять обувь на колодке|panna lesti kenkään||||||
suogurbič, suogurboi |s.|kulik|kul'i/kk, -kan, -kkad; -koid|кроншнеп|suokurppa, kuovi||||||
|a.|kudžer|kun'd'žer, -an, -ad; -oid;  (Td) kud'žer ~ kid'žer , -an, -ad; -id|кудрявый|kihara, kähärä|(B) kun'd'žerad tukad|кудрявые волосы, кудри|kihara tukka|||
|konj.|kuni|kun'i|до того, как; когда|kunnes, kun, niin kauan kuin||||||
cuar'|s.|kuningaz|kun'inga/z, -han, -st; -hid|царь, король|kuningas, keisari, tsaari||||||
kuningaz|s.|korol’|(Td) korol’||||||||
|s.|cuar'|cua/r' ~ (N, Kn) ca/r'(i), -r'in, -r'id; -r'iid|||Ven'an cuar'|русский царь|Venäjän tsaari|||
|s.|kunič|kun'i/čč ~ (B, Td, Pk, N) -č, -čan, -ččad; -čoid|куница|näätä|šiga bobrad ei sua, a kaži kun'iččad sl.|свинья не родит бобра, а кошка куницу|sika ei synnytä majavaa eikä kissa näätää|||
dubin, kurikaine|s.|kurik|kur'i/kk, -kan, -kkad; -koid|дубина|kurikka, puukurikka, halkonuija||||||
lüödä, pergada|v.|kurikoita|(Td) kurikoita|дубасить, бить дубиной|kurikoida||||||
vüö|s.|kušak|kuša/kk, -kon, -kkod; -koid|кушак|päällysvyö, leveä vyö (kudottu, neulottu)||||||
|s.|kulm|kulm, -an, -ad; -id|бровь|silmäkulma, kulmakarvat||||||
|s. mon.|kulmad|kulm/ad, -iden, -id||||||||
|a.|kulmaine|kulma/in'e, -ižen, -št; -ižid|бровый|kulmainen||||||
|s.|aig|aig, -an, -ad; -oid|||lahnankudun aig|время нереста леща|lahnankudun aika|||
|s.|kudu|kud/u, -un, -ud; -uin, -uid|||lahnan kudun aig|время нереста леща|lahnan kudun aika|||
|s. yhd.|lahnankudu|lahnan/kudu|нерест леща|lahnankutu|eule vie lahnankudun aig|ещё не (наступило) время нереста леща|ei ole (tullut) vielä lahnankudun aika|||
kuluine, rašk, rauk, rukk, vaivaine|a.|kulu|kulu, -n, -d; -id|изношенный, ветхий, плохой; бедняга, негодник, непригодная вещь|kulunut, huono; raukka, poloinen, pahanen, rääsy|(Td) kulu soba|ветхая одежда|kulunut vaate|||
kulu|a.|kuluine|kulu/in'e, -ižen, -št; -ižid|жалкий, дряхлый, негожий|pahainen, rähjä||||||
kududa; niegloda|v.|kudoda|kudo/da, -n, -in; -u, -i; -tau, -t't'ii|ткать, вязать; нереститься, метать икру|kutoa, neuloa; kutea|kangaspuil kangast kudotau|на ткацком станке ткут ткань|kangaspuilla kangasta kudotaan|kalad kudotau|рыбы нерестятся|kalat kutevat
|s.|kuha|kuh/a, -an, -ad; -id ~ (Ks, Kn) -iid|судак |kuha||||||
|s.|kujo|kujo, -n, -d; -id|переулок|kuja||||||
kujo|s. dem.|kujoine|kujo/in'e, -ižen, -št; -ižid|улочка|kuja (pieni)||||||
|v.|kuluda|(N) kulu/da, -u||kulua||||||
|v.|kusta|ku/sta, -zen, -žin; -zou; -stau, -št'ii |откуда|kusta||||||
|v.|kuccuda|ku/ččuda, -čun, -čuin; -ččuu; -čut't'ii; (Td) ku/ccuda, -cun, -cuin; -ccuu, -cui; -cut'ii|звать, именовать, просить|kutsua, nimittää, pyytää||||||
havad|s.|kul'a|kul'/a, -an, -ad; -l'id|куль|kuli, jauhokuli, niinisäkki, jauhomatto||||||
|s.|kurg|ku/r'g, -rgen, -rged; -r'gid ~ (Ks) -rgiid; (Kn) ku/r'gi, -rgen, -rged; -r'giid|журавль|kurki||||||
|s.|kuzi|ku/ži, -zen, -st|моча|kusi||||||
|s.|kvast'|kvast', -in, -id; -iid|квасцы, квасцовый сланец|aluna, alunakivi, valkea kivi (jolla ahavoituneita huulia voidellaan)||||||
|s.|käbäl|käbäl, -än, -äd; -öid|лапа (животного)|käpälä||||||
|s.|käbü|käbü ~ (Kn) käbu, -n, -d; -id||käpy (verkonkutojan)||||||
käzi|s. dem.|kädüd|kädüt|ручка, рука (маленькая)|kätönen, käsi (pieni)||||||
|a. kar.|kädetoi|kädetö/ine, -ižen, -št; -ižid|безрукий|kädetön, käsipuoli||||||
|s. yhd.|kägenmuard'|kägem/muard'|волчеягодник|näsiä, näsiän marja||||||
|s.|kämmen|kämme/n', -n'en, -nd; -n'id ~ (Td) -n'iid; (B) kämme/n' ~ kämmä/n', -n'en ~ -nen, -n't; -n'id; (N) kämme/n ~ kämmä/n', -nen|ладонь|kämmen||||||
kämmen|s. mon.|kämmened|kämme/n'ed ~ (B, N) kämme/ned ~ (B) kämmä/ned, -n'id ~ (Td) -n'iid||||||||
käbäl|s.|käpät|käpä/tt, -tän, -ttäd; -töid|лапа|käpälä||||||
|s.|kärg|kä/r'g, -rgen, -rged; -r'gid|дятел чёрный|palokärki||||||
|v. frekv.|kävelta|käve/ldä, -len,  -l'in; -löu, -l'; -ldäu, -l'd'ii|ходить, гулять|kävellä, kuljeksia|(B) edee da tagazepiäi kävelöu|вперёд да назад ходит|edestakaisin kävelee|||
|v. frekv.|kävelta||||(B) kävelоu šilmäd umbes|ходит с закрытыми глазами|kävelee silmät suljettuna|||
|v.|kävüda|kävü/dä, -n, -in; -u; -täu ~ käüdäu|ходить, сходить|käydä (jossakin)|(N) čukkeloi kävüu|ходит нырять|sukeltelee|||
|s.|kävünd|(Td) kävünd, -än, -äd|хождение, посещение, побывка|käynti|(Td) l'innai kävünd|посещение города|kaupungissa käynti|||
|s. yhd.|käzipaikk|käži/paikk|полотенце|pyyheliina, pyyhe||||||
|s. yhd.|käziastij|käz/äšče, -äščän, -äščäd; -äščöid|сосуд для мытья|pesuastia||||||
d’auhondkivi|s. yhd.|käzikivi|käži/kivi|ручной жернов|käsikivi||||||
|s. yhd.|käzikuvahaine|käži/kuvahain'e|оружие|ase, lyöntiase (seiväs, kalikka)||||||
|adv. yhd.|käzikädes|käži/kädes|рука об руку|käsikkäin||||||
|adv. yhd.|käzimujegil|käži/mujegil|жать руку при договоре|kädellä koetellen||||||
kägöi|s.|kägi|käg/i, -en, -ed; -id ~ (Ks, Kn, Td) -iid|кукушка|käki|käget kukutau|кукушки кукуют|käet kukkuvat|||
|v.|käskeda|kä/skedä, -sken, -škin; -skedäu|приказывать|käskeä|(B) keuhuš käsköu erota| бедность велит разлучиться|köyhyys käskee eroamaan|||
|v.|erota|(B) erota||erota, hajaantua|(B) keuhuš käsköu erota| бедность велит разлучиться|köyhyys käskee eroamaan|||
allekird'utez|s.|käzi|kä/ži, -den, -tt; -židen, -žid  ~ (Ks) -žiid; (Kn, N )kä/z'i, -den, -t(t); (Kn) -z'iid ~ (N) -z'id|рука; знак, подпись|käsi; puumerkki, nimikirjoitus|(Ks) vedätän kädes|веду за руку|taluttaa kädestä|molembil käžil|обеими руками|molemmin käsin
|v.|köühtüda|k'öuhtü/dä, -n, -in; -u, -i|нищать, беднеть|köyhtyä||||||
|v.|kübeta|kübe/nttä, -ndäu, -nž; -nttäu, -n't't'ii|искриться, искрить|kipinöidä, syöstä kipinöitä, laskea kipinöitä||||||
kibin|s.|küben|kübe/n, -nen, -nd, -ned; -n'iden, -n'id|искра|kipinä, kipuna||||||
|v.|küdeuzuda|küdeüzü/dä, -u, -i; -ttäu|начинать тлеть|ruveta kytemään||||||
|v.|küdöda|küdö/dä, -u, -i; -täu, -t't'ii|тлеть|kyteä||||||
|s.|küdü|küdü, -n, -d; -id|деверь|kyty, miehen veli||||||
|v. refl.|külbedakse|külb/ezettä, -ezen, -iime; -ezöu; -ezettäu|париться веником|kylpeä (vastalla)||||||
|a.|külläine|küllä/in'e, -ižen, -št; -ižid|сытый, жирный|kylläinen, tarpeeksi syönyt, lihava||||||
|a.|külm|kül'm ~ (Td, Ks, N) külm||||||||
sorz, sotk I|s.|külmäčim|külmačči/m, -men, -nd; -miden, -mid|вид утки|sotkalaji, sorsalaji||||||
külmähtuda|v.|külmähtada|külmäh/tädä, -täu, -t'|застывать, застыть, коченеть, окоченеть|kylmää, jäätyä (vähän)||||||
|v.|külmäta|külmä/tä, -dän, -žin; -däu, -ž; -täu|морозить, заморозить, холодить|jäähdyttää, kylmittää, jäädyttää, palelluttaa||||||
|s.|külä|kü/lä, -län, -läd; -l'iden, -l'id|деревня|kylä|d’ärventaguin’e külä|деревня за озером|järventakainen kylä|||
|s.|külä||||Il'l'ampäiv om pruazn'ikk meid'en külää|Ильин День - праздник нашей деревни|Elian päivä on meidän kylän juhlapäivä|||
|s.|külä||||(N) lähtöü kond'ian ke küliloid müöi kond'iad ozutteumai|отправился с медведем по деревням показывать медведя|lähtee karhu mukana pitkin kyliä karhua näyttelemään|||
