Synonyymit|Määrittely|kirjalyydi|Murremuoto|Venäjännös|Suomennos|1. esim.|1. esim:n venäjännös|1. esim:n suomennos|2. esim.|2. esim:n venäjännös|2. esim:n suomennos
levedahk|a.|lefked|lefked, -än, -äd|широковатый|leveähkö, leveänpuoleinen||||||
|s.|lehm|lehm, -än, -äd; -id|корова|lehmä|kolmandempäivän suadu lehm|рождённая в среду корова |keskiviikkona syntynyt lehmä|liisočču lehm|корова со звёздочкой на лбу|laukkiotsainen lehmä
|s.|lehmuz|lehmu/z, -ksen, -st; -kšid|липа|lehmus, niinipuu||||||
leht'|s.|lehtez|lehte/z, -ksen, -st; -kšid|лист|lehti||||||
|v.|leikata, leikkadan, leikkažin|резать; рубить|leikata; hakata |leikkadan oksan ker puun|я срублю с ветвями дерево|hakkaan puun oksineen||||
|s.|lemboi|lembo/i, -n, -d; -loid|чёрт, бес, ругательное слово|lempo, piru, hitto (kirosana)||||||
|s.|lemi|lem/i, -en, -ed; -id|ил|lieju, muta, heteikkö, liejupaikka, pehmeä järvenpohja||||||
|v. frekv.|lendelta|lende/ldä, -löu, -l';  -ldäu|летать|lennellä|(Pk) börmäkkö lendelou üol|жук летает ночью|kovakuoriainen lentelee yöllä|||
kassnuoraine, kasslent, lent, lentočk, piärihm, rihm, rihmaine|s.|lentočk|l'entočk, -an, -ad; -oid|ленточка|nauha, palmikkonauha|must'in l'ibo rusked'iden kird'oiden ker lentočk|ленточка с чёрным или красным узором|mustan- tahi ruskeankirjava nauha|||
|s. yhd.|levzvier'|lev/zvier'|лев|leijona||||||
levedemb|a. komp. mod. dem.|levedembahkoine|levedembähkö/in'e, -ižen, -št; -ižid|немножко шире|hiukan leveämpi||||||
levedattav|a. mod.|levedahk|levedähk, -ön, -öd; -öid|широковатый|leveähkö||||||
|s.|leveduz|levedü/z, -tt|ширина|leveys||||||
|a.|leved|leve/d, -dän, -däd; -d'id|широкий|leveä||||||
|v.|levittada|levi/ttädä, -tän, -t'in; -ttäu|распространять, размазывать|levittää||||||
|v.|leštida|lešt'i/dä, -n, -in; -u; -t't'ii|срезать ботву|listiä||||||
|s.|ležank|ležan/kk, -kan, -kkad; -koid|лежанка|pankko, uuninpankko||||||
|s.|lepp|le/pp, -pän, -ppäd; -ppiden, -ppid|ольха|leppä||||||
|s.|lepik|lepi/k ~ -kk, -ön, -öd; -köid; (B) lepi/kk, -on, -od; -koid|ольховник|lepikkö, lepistö||||||
|s. dem.|lepaine I|(B, Td) lepä/in'e, -ižen, -št; -ižid|ольха (маленькая)|leppä (pieni)||||||
|a.|lepaine II|(B, Td) lepä/in'e, -ižen, -št; -ižid|ольховый|leppäinen||||||
|v.|leta|le/tta, -ndän, -n'd'in; -ndäu, -n'd'; -ttäu, -t't'ii||lentää||||||
|s.|lesk II|le/šk, -sken, -sked; -škid|вдовец, вдова|leski||||||
|s.|liedž|lied'ž, -un, -ud; -uid|качели|keinu, kiikku|läkkä liedžul lied'žumaa!|пойдём качаться на качелях!|lähtekäämme kiikulla kiikkumaan!|||
|v.|liedžuda|lied'žu/da, -n, -in; -u, -i; -tau|качаться|keinua, kiikkua|läkkä liedžul lied'žumaa!|пойдём качаться на качелях!|lähtekäämme kiikulla kiikkumaan!|||
|s.|liedžuj|lied'žu/i, -jan, -jad; -joid|лететь|keinuja, kiikkuja||||||
|v.|liedžuttada|lied'žu/ttada, -tan, -t'in; -ttau, -t't' ~ -t't'i|качать|keinuttaa, kiikuttaa||||||
|v.|lieččoda|lie/ččoda, -čon, -čoin; -ččou|раздувать, разжигать; пыхтеть, дышать тяжело|lietsoa; läähättää||||||
purtoi|s.|lipič|lipi/čč, -čün, -ččüd; -čüid|ковшик (из берёсты)|tuohilippi|lipičül d’uodau vett|ковшиком пьют воду|tuohilipilla juodaan vettä|||
vikateh|s.|litouhk|l'itou/hk ~ -fk, -hkan ~ -fkan, -hkad ~ -fkad; -hkoid  ~ -fkoid|литовка (коса с длинной прямой рукоятью)|teräsviikate||||||
painada|v.|ličaita|ličai/tta, -dan, -žin; -dau; -t't'ii|личать|tunkea, ahdistaa, puristaa, pusertaa, litistää, painaa||||||
ličauzuda|v.|ličaududa|ličaudu/da, -n, -in|личаться|tunkeutua||||||
ličaududa|v.|ličauzuda|ličauzu/da, -n, -in|личаться|tunkeutua||||||
|||||||||||
|s.|liža|l'iž/a, -an, -ad; -oid|добавка|lisä||||||
|v.|ližata|l'iž/ata ~ -ätä, -adan ~ -ädän, -ažin ~ -äžin|добавить|lisätä||||||
lüpsviedr|s. yhd. dem.|lüpsviedraine|lüpš/viedrain'e|подойник, ведёрко для дойки|rainta, lypsinkiulu, lypsyastia||||||
|s. yhd. dem.|läbilaudaine|läbi/laudain'e|притужальник (в ткацком станке)|läpilautanen, kangaspuiden reikälauta||||||
|s.|lähtäm|lähtäm, -än, -äd; -öid|тёлка, нетель|hieho||||||
|v.|läikküda|läi/kküdä, -kküu, -küi|разливать|läikkyä, karehtia (vesi)||||||
|v.|lämbittada|lämbi/ttädä, -tän, -t'in; -ttäu; -tettäu|греть, нагревать; отоплять, топить (печь)|lämmittää||||||
lämbištuda|v.|lämbita|lämbi/tä, -däu, -ž|греться, нагреваться; топиться (о печи|lämmitä, lämmetä, tulla lämpimäksi||||||
|v.|lämbüda|lämbü/dä, -u, -i; -t't'ii|сгибаться|taipua||||||
|v.|lämbüttada|lämbü/ttädä, -tän, -t'in|сгибать|taivuttaa||||||
|a.|lämm|lämm, -än, -äd; -id|тёплый|lämmin||||||
lämč|s. mon.|lämčäd|läm/čäd, -čöid|лямки|viilekkeet, kannikkeet||||||
|s.|läülen'|l'äül'en', mon. n. -ed|тяжелое состояние|raskas olo, tuskallinen olo||||||
längpuu|s. yhd. mon.|längpuud|länk/puud|деревянные части хомута|länkipuut||||||
|s. mon.|länged|läng/ed, -iden, -id|хомут|länget|rahkehet pidäu panda längii|гужи нужно прикрепить к хомуту |rahkeet pitää kiinnittää länkiin|||
mändä|v.|lähtä|lä/hta, -hten, -kšin; -htöu, -kš; -htäu, -ht'ii|пойти, отпраляться, уходить|lähteä|(M) lähtä kiukkää|пойти играть в городки|mennä pelaamaan kyykkää|(Td) kon'd'ii läkš kaikked muailmad müöi kulgemai|отправился медведь слоняться по всему свету|kontio lähti koko maailmaa pitkin kulkemaan
|v.|lähtä||||(Td) lähtäu vencai cerkovai|пойдут венчаться в церковь|lähtevät vihille kirkkoon|||
|v.|lähtä||||lähte rindall iäree!|уходи отсюда прочь!|mene pois vierestäni!|||
|v.|lähtä||||läkkä kod'ii!|пойдём домой!|lähtekäämme kotiin!|||
|v.|lähtä||||läkkä liedžul lied'žumaa!|пойдём качаться на качелях!|lähtekäämme kiikulla kiikkumaan!|||
|v.|löütä|l'öu/ttä, -dän, -žin; -däu, -ž; -ttäu, -t't'ii|находить|löytää||||||
|v.|löühkäda|löu/hhädä, -hän, -hin|хвастаться|kerskailla||||||
lühüd|a.|lühükäine|lühükä/ine, -ižen, -št; -ižid|краткосрочный, короткий|lyhykäinen, lyhyt||||||
|a.|lühüd|lühü/d, -dän, -däd; -d'iden, -d'id|короткий|lyhyt||||||
|v. mom.|lükäita|lükäi/ttä, -dän, -žin; -däu, -ž; -t't'ii|толкать, бросать, метать|lykätä, heittää, nakata, viskata, työntää||||||
|s.|lülü|lülü, -n, -d; -id|кап; дуга арбалета (лука); тёмная часть древесины|puun pahka, visa; kaaripyssyn kaari; puun tummin osa||||||
|v.|lükkida|lü/kkidä, -kin, -kiin; -kkiu; -kitäu, -kit't'ii|бросать, разбрасывать|lykkiä, heitellä, nakella, työnnellä, sysiä||||||
|s.|liide|liide, -gen, -tt|восток|itä||||||
|s. yhd.|liidesuvine|liide/suvin'e|юго-восток; юго-восточный|kaakko; kaakkoinen|liidesuvin'e tuul'|юго-восточный ветер|kaakkoistuuli|||
|s. yhd.|liidetuul'|liide/tuul'|восточный ветер|itätuuli||||||
liipak|s. dem.|liipakoine|l'iipako/in'e, -ižen, -št; -ižiden, -ižid|бабочка|perhonen||||||
|v.|lipettada|l'ipe/ttädä, -tän, -t'in|моргать|räpyttää (silmiään)||||||
|a.|madal|madal, -an, -ad; -oid|мелкий|matala|mada/l, -lad, -loid, -lembi, -l'im|||||
|v.|madalzuda|madalzu/da, -u, -i|обнижаться|madaltua, mataloitua||||||
|s.|madeh|madeh, -en, -t; -id|налим|made||||||
|s.|mado|mado, -n, -d; -iden, -id|змея|käärme||||||
|adv. yhd.|magadospiä|magados/piäi|от сна|makaamasta, nukkumasta||||||
|v.|magata|maga/tta, -dan, -žin; -dau, -ž; -tau|лежать, спать|maata, nukkua||||||
|a.|maged|mage/d, -dan, -dad; -d'id|сладкий, вкусный|makea, maukas, hyvänmakuinen||||||
lauk|s.|mahazei|mahaz'/ei, -ein, -eid; -inoid|магазин, склад|viljamakasiini, varastohuone; kauppa, myymälä||||||
|a.|maho|maho, -n, -d; -id|бесплодный|maho||||||
sündüda|v.|mahtuda|mahtu/da, -n, -uin; -u, -i; -tau, -t't'ii|помещаться, вмещаться|mahtua||||||
|s.|maid|maid, -on, -od; -oiden|молоко|maito|anda maidot' t'ilkain'e!|дай молока глоточек!|anna tilkkanen maitoa!|||
pühälask|s. yhd.|maidpühälask|mait/pühä/lask|сыропустная неделя|laskiainen, maidoton viikko||||||
|s. yhd.|maidnedal'|maid/n'edäl'|масленичная неделя|laskiaisviikko, lihaton viikko||||||
|s.|maim|maim, -an, -ad; -oid|малёк, мелкая рыба|maima, kalanpoika, pikkukala, syötti, täky||||||
maim|s. dem.|maimaine|maima/in'e, -ižen, -št; -ižiden, -ižid|малёк, мелкая рыбка|maima (pieni), kalanpoikanen||||||
|v.|maihuttada|maihu/ttada, -tan, -t'in|качать; махать|heiluttaa, liehuttaa, huiskuttaa||||||
|s.|maks|maks, -an, -ad; -oid|печень|maksa||||||
|v.|maksada|maks/ada, -an, -oin; -au, -oi; -etau, -et't'ii|платить|maksaa; luoda (lantaa)||||||
mami, mamoi, muam|s.|mama|mam/a, -an, -ad; -oid|мама|äiti (puhuttelunimi)||||||
|s.|manaster'|manaster', -in, -id; -iid|монастырь|luostari||||||
redustada|v.|maraita|marai/da, -čen, -čin|пачкать|liata, tuhria||||||
|s.|matk|matk, -an, -ad; -oid|путь, дорога, путешествовие, странствование|matka|ol'im pit'käz matkas|я был в долгой дороге|olin pitkällä matkalla (kaukana)|||
|||||||||||
|s.|matkalain'e|matkala/in'e, -ižen, -št; -ižiden, -ižid|путешественник|matkamies||||||
|s.|matti|mat't'i, -d|мат, ругательное слово|kirosana|mat't'id panda|сквернословить|kiroilla|||
vargaz|s.|mazurik|mazur'i/k ~ -kk, -kan, -kkad; -koiden, -koid|вор, разбойник|varas, rosvo||||||
|s.|mandžoi|man'd'žo/i, -in, -id; -loiden, -loid|клубника|mansikka||||||
|s.|mašin|mašin, -an, -ad; -oid|машина, поезд|kone, juna||||||
|s.|mašt|mašt, -an, -ad; -oid|мачта|masto||||||
voide|s.|mazi|maz'i, -n, -d|мазь, смазка|voide, rasva, ihovoide, hiusvoide, kärrynvoide||||||
|s.|malg|malg, -on, -od; -oid|груз для замочки льна|pellavalikopuu, paino pellavalion päällä||||||
hill’aine, tüün’; pehmed|a.|mald|mald, -on, -od; -oid|тихий, спокойный (вода, ветер), заводь (на реке); мягкий (о металле), без стали|tyyni, liikkumaton, suvanto, tyyni kohta (joessa); melto, pehmeä, teräksetön|mald koht|тихое место (на реке)|tyyni kohta|(Pl, Td) mald raud|мягкое железо|teräksetön rauta
|s.|malttada|mal/ttada, -tan, -toin; -ttau|уметь|osata|mina maltan l'üüd'ikš  pagišta| я умею говорить по-людиковски|minä osaan puhua lyydiä|||
|s.|majak|maja/k, -kan, -kkad; -koid|маяк|majakka||||||
kangaz|s.|materij|(B) mat'eri/i, -an, -ad|материя, материал|kangas, aines|(B) ombel'ij mat'erian rikoi|портной испортил материю|vaatturi kankaan turmeli|||
|adv. komp.|meremb|merembi|ближе к морю|enemmän merelle päin||||||
|s. yhd.|merenemä|meren/emä|божья коровка|leppäkerttu||||||
merd|s.|merež|merež, -in, -id; -iid|мерёжа, вентерь|rysä||||||
merež|s.|merd|merd, -an, -ad; -oid|мерёжа, верша|merta||||||
|s. yhd.|mecckana|meč/kana|тетерев|metsäkana||||||
|v.|mecuita|meččui/da, -čen, -čen; -ččou |охотиться|metsästää||||||
mečänižand|s.|meccahine|meččähi/n'e, -žen, -št; -židen, -žid|владелец леса|metsänhaltia||||||
|s.|mecoi|me/čoi, -čoin, -čoid; -ččoloid|глухарь|metso, urosmetso||||||
|s. yhd.|mecannena|mečän'/n'en'ä|болезнь от леса|metsännenä, metsänhaltijan vihoittamisesta aiheutunut sairaus||||||
|s.|mecnik|mečn'i/k, -kän, -kkäd; -köid|охотник|metsästäjä, metsämies||||||
märg, vezikaz|a.|mehev|meheu ~ (Td) mehov|сочный, влажный|nihkeä, märkä, mehevä (maa)||||||
mehev|a.|mehi|(Pl) meh/i, -en|влажный|kostea|(Pl) mua om mehi|земля влажная|maa on kostea|||
kastuz|s.|mehi|(B) meh/i, -en|влага|kosteus|(B) kivi üöl higestuu, andau mehen|камень ночью потеет, выделяет влагу|kivi yöllä hiestyy, erittää kosteutta|||
|s.|mellič|mel'l'i/č ~-čč, -čän, -ččäd; -čöid|мельница|mylly||||||
|s.|mecc|me/čč, -čän, -ččäd; -ččid|лес; брёвна; леший, чёрт (ругательное слово)|metsä; tukkipuut; hiisi, paholainen (kirosana)|kukšoi on rusked l'ind, mečäss eläu|кукша - красноватая птица, в лесу живёт|kuukkeli on punertava lintu, metsässä elää|||
suvi|s.|meri|me/r'i, -ren, -rd; -r'id|море, юг|meri; etelä||||||
|s.|mezi|me/ži, -den, -tt|мёд, медовуха|mesi, hunaja, sima||||||
air|s.|mela|mel/a, -an, -ad; -oid|кормовое весло |mela, perämela||||||
|v.|mielduda|miel'du/da, -n, -in; -u, -i|полюбить, влюбиться|mieltyä, rakastua; tulla järkiinsä, viisastua|mielduin šinuu|я влюдился в тебя|rakastuin sinuun|||
|a. kar.|mieletoi|miele/töin'e, -ttömän, -töšt; -ttömid|безумный, сумасшедший|mieletön, hullu, järjetön||||||
muailm|s.|mier|mier, -on, -od|мир, свет|miero, maailma||||||
tarkas(ti)|adv.|mietko|mietko|точно|tarkasti||||||
|a.|mielev|miel'o/u ~ miel'e/u, -van, -vad; -void, -vembi|умный|mielevä, järkevä, älykäs, viisas||||||
|v.|miettida|mie/t't'idä, -t'in, -t'iin; -t't'iu; -t'it't'ii|целиться, прицеливаться|tähdätä||||||
|s.|miel'|mie/l', -len, -l'd ~ -ld; -l'id|ум, разум|mieli, järki, äly|d'uohtui sana mielee|пришло слово на ум|juohtui sana mieleen|||
|s.|miez|mie/ž, -hen, -št; -hid|мужчина, муж, супруг|mies; aviomies, puoliso||||||
karvnahk; palgiž|s.|mieh|mie/h ~ -hh, -han, -hhad; -hoid|мех|turkisnahka, turkisvuori, turkikset; palje||||||
|adv.|mikš|mikš ~ -i|почему, зачем|miksi, mitä varten, minkä tähden, minkä takia||||||
mitte|pron.|mitt'aine|mit't'a/in' ~ -in'e, -ižen, -št; -ižed|какой|millainen||||||
|s.|miär|miär, -än, -äd; -öid|мера|mitta||||||
|num.|mild'on|mil'd'on, -nan, -nad|милион|miljoona||||||
|adv.|mintähte|min'/t'äi|почему, ради чего|minkä tähden||||||
mina, müö|pron.|ma|(Td) ma, minun, mindai, millai ~ milai ~ milaa|я|minä|(Td) milai šivud raipaiž|у меня схватило поясницу|minun selkäni ristiluiden kohdalta tuli äkkiä kipeäksi|||
ma, müö|pron.|mina|mi/na, -nun, -ndai, -nuu, -llai, -llei; (Td) minä, minun, mindai, millai ~ milai ~ milaa|||mina maltan l'üüd'ikš  pagišta| я умею говорить по-людиковски|minä osaan puhua lyydiä|(N) d'ien mina hüvä, t'erveh i s'ida mina sille tahton|я остаюсь в добром зравии и того же я желаю тебе (в конце письма)|minä jään hyvänä, terveenä ja sitä sinulle toivon (kirjeen lopussa)
|pron.|mina||||hän ištui minun rindal|он сидел рядом со мной|hän istui minun vieressäni|mindai klukattau|у меня икота|minua nikottaa
|pron.|mina||||(Td) milai šivud raipaiž|у меня схватило поясницу|minun selkäni ristiluiden kohdalta tuli äkkiä kipeäksi|||
kus|pron.|miš|(Td) miss|где|missä||||||
kalm, kalmižem, kalmižmua, kladbišč, kuolijmua, kuoližmua, kuuzik|s.|mogil|mogil, -an, -ad; -oid|могила, могильник, кладбище|hauta, hautausmaa|(Td) ende sanut'ii kuol'ižmua, n'ügü mogil|раньше называли кладбище, теперь могильник|ennen sanottiin kalmisto, vaan nyt hautausmaa|||
|v.|moit't'ida|moi/t't'ida, -t'in, -t'iin; -t't'iu; -t'it't'ii|порицать, осуждать; бранить |moittia||||||
mugoine, ninkoine|pron.|moin'e|mo/in'e, -ižen, -št ~ -išt; -ižid; (N) moi/ne, -ižen, -išt |такой|sellainen, moinen||||||
|s. mon.|mozgud|mozgu/d, -id|мозг|aivot||||||
|pron. mon.|molembad|molemb/ad, -iden, -id|оба|molemmat, kumpikin|molembin|molembin|обоими, оба|molemmin, molemmat||
|s. mon.|molodijad|molod'i/ad, -oiden, -oid|молодые, молодая пара|nuoripari, vastanaineet||||||
|s.|mua|mua  ~ (N) muo, -n, -d; -id|земля|maa|(Pl) mua om mehi|земля влажная|maa on kostea|||
|s. yhd.|muamuuroi|mua/muuroi|поляника|maamuurain, mesimarja||||||
|s.|muard'|muard', -an, -ad; -oid|ягода|marja||||||
|v.|muasterta|muast'er/tta, -dan, , -žin; -dau|мастерить|laittaa, mestaroida||||||
|s. yhd.|muatukk|mua/tukk, -tukun, -tukkud; -tukuid|комок земли|multakokkare||||||
|v. frekv.|muanitelta|muan'itte/lda, -len, -l'in; -ldau, -l'd'ii|обманывать, врать, уговаривать, выманивать|pettää, valehdella, houkutella, puijata||||||
|s. yhd.|muanižkukoi|muan'iš/kukoi|врун, лжец, сплетник|valehtelija, lörpöttelijä||||||
|v.|muanittada|muan'i/ttada, -tan, -t'in; (N) muon'i/ttada, -tan, -t'(t')in|подводить, врать, уговаривать, жульничать|pettää, valehdella, houkutella, puijata||||||
|v.|mudauzuda|mudauzu/da, -u, -i|испачкаться|tulla mutaiseksi, sekautua, likautua||||||
|a.|mudakaz|muda/kaz, -kkahan, -kast; -kkahid|грязный|mutainen, likainen||||||
ilmai|adv.|muga|muga|так; бесплатно|niin, silleen; ilmaiseksi, maksutta, ilman||||||
mugomad|pron.|mugoine|mugo/in'e, -man, -št ~ -mašt; -mid|такой, пахожий, как|sellainen, semmoinen, kaltainen, niin||||||
|a. mod.|muigedahk|muigedahk, -on, -od|кисловатый|hapahko, hieman hapan||||||
|a.|muiged|muige/d, -dan, -dad; -d'id|кислый|hapan, muikea||||||
|v.|muigeta|muigo/ta, -nou, -n'in; -n' ~ -ž; -tau, -t't'ii|киснуть|hapata||||||
muga|adv.|muite|muit'e|иначе|muuten, muutoin, toisin||||||
kaku, ku|adv. yhd.|muinengi|muin'en/g|на манер, типа, словно настоящий|ainakin, konsanaa, ikään (kuin) |suoridukšiss on kui piit'erč muin'eng | разодет словно как настоящий петербуржец|pukeutuneena on kuin pietarilainen konsanaan|||
|s.|muil|muil, -an, -ad; -id|мыло|saippua||||||
|v.|muokita|muoki/ta, -čen, -čin|мучить, издеваться, пытать|vaivata, kiusata, kiduttaa||||||
|v. refl.|muokitakse|muoki/ččezetta, -ččezen, -ččežin ~ -čiime|терпеть, страдать|kärsiä, nähdä vaivaa, vaivautua||||||
mured|a.|murak|mura/kk, -kan, -kkad; -koid|нежный|murakka, murea||||||
|s.|murd|murd, -on, -od; -oid|взлом, прорыв|murto, keskoinen, keskenmeno||||||
